Stops,Stints,Compounds,TotalTime_s
2,"(10, 32, 14)","('Soft', 'Hard', 'Soft')",5019.213783525409
2,"(14, 10, 32)","('Soft', 'Soft', 'Hard')",5019.213783525409
2,"(14, 32, 10)","('Soft', 'Hard', 'Soft')",5019.213783525409
2,"(27, 10, 19)","('Hard', 'Medium', 'Hard')",5019.224914521536
2,"(10, 19, 27)","('Medium', 'Hard', 'Hard')",5019.224914521536
2,"(10, 27, 19)","('Medium', 'Hard', 'Hard')",5019.224914521536
2,"(19, 27, 10)","('Hard', 'Hard', 'Medium')",5019.224914521536
2,"(27, 19, 10)","('Hard', 'Hard', 'Medium')",5019.224914521536
2,"(19, 10, 27)","('Hard', 'Medium', 'Hard')",5019.224914521536
2,"(31, 16, 9)","('Hard', 'Hard', 'Medium')",5019.231836177841
2,"(31, 9, 16)","('Hard', 'Medium', 'Hard')",5019.231836177841
2,"(16, 9, 31)","('Hard', 'Medium', 'Hard')",5019.231836177841
2,"(16, 31, 9)","('Hard', 'Hard', 'Medium')",5019.231836177841
2,"(9, 16, 31)","('Medium', 'Hard', 'Hard')",5019.231836177841
2,"(9, 31, 16)","('Medium', 'Hard', 'Hard')",5019.231836177841
2,"(40, 5, 11)","('Hard', 'Medium', 'Hard')",5019.278538246448
2,"(5, 40, 11)","('Medium', 'Hard', 'Hard')",5019.278538246448
2,"(5, 11, 40)","('Medium', 'Hard', 'Hard')",5019.278538246448
2,"(11, 40, 5)","('Hard', 'Hard', 'Medium')",5019.278538246448
2,"(40, 11, 5)","('Hard', 'Hard', 'Medium')",5019.278538246448
2,"(11, 5, 40)","('Hard', 'Medium', 'Hard')",5019.278538246448
2,"(14, 8, 34)","('Soft', 'Soft', 'Hard')",5019.2820600543155
2,"(34, 14, 8)","('Hard', 'Soft', 'Soft')",5019.2820600543155
2,"(8, 14, 34)","('Soft', 'Soft', 'Hard')",5019.2820600543155
2,"(34, 8, 14)","('Hard', 'Soft', 'Soft')",5019.2820600543155
2,"(8, 34, 14)","('Soft', 'Hard', 'Soft')",5019.2820600543155
2,"(14, 34, 8)","('Soft', 'Hard', 'Soft')",5019.2820600543155
2,"(14, 3, 39)","('Soft', 'Hard', 'Hard')",5019.293991334812
2,"(14, 39, 3)","('Soft', 'Hard', 'Hard')",5019.293991334812
2,"(39, 3, 14)","('Hard', 'Hard', 'Soft')",5019.293991334812
2,"(3, 14, 39)","('Hard', 'Soft', 'Hard')",5019.293991334812
2,"(3, 39, 14)","('Hard', 'Hard', 'Soft')",5019.293991334812
2,"(39, 14, 3)","('Hard', 'Soft', 'Hard')",5019.293991334812
2,"(14, 11, 31)","('Soft', 'Soft', 'Hard')",5019.2953164526925
2,"(31, 11, 14)","('Hard', 'Soft', 'Soft')",5019.2953164526925
2,"(11, 31, 14)","('Soft', 'Hard', 'Soft')",5019.2953164526925
2,"(11, 14, 31)","('Soft', 'Soft', 'Hard')",5019.2953164526925
2,"(31, 14, 11)","('Hard', 'Soft', 'Soft')",5019.2953164526925
2,"(14, 31, 11)","('Soft', 'Hard', 'Soft')",5019.2953164526925
2,"(8, 8, 40)","('Soft', 'Soft', 'Hard')",5019.3329557050365
2,"(8, 40, 8)","('Soft', 'Hard', 'Soft')",5019.3329557050365
2,"(40, 8, 8)","('Hard', 'Soft', 'Soft')",5019.3329557050365
2,"(30, 13, 13)","('Hard', 'Soft', 'Soft')",5019.3444795902315
2,"(13, 30, 13)","('Soft', 'Hard', 'Soft')",5019.3444795902315
2,"(13, 13, 30)","('Soft', 'Soft', 'Hard')",5019.3444795902315
2,"(12, 38, 6)","('Soft', 'Hard', 'Soft')",5019.355201309555
2,"(38, 12, 6)","('Hard', 'Soft', 'Soft')",5019.355201309555
2,"(6, 38, 12)","('Soft', 'Hard', 'Soft')",5019.355201309555
2,"(12, 6, 38)","('Soft', 'Soft', 'Hard')",5019.355201309555
2,"(38, 6, 12)","('Hard', 'Soft', 'Soft')",5019.355201309555
2,"(6, 12, 38)","('Soft', 'Soft', 'Hard')",5019.355201309555
2,"(8, 28, 20)","('Hard', 'Hard', 'Soft')",5019.360885096904
2,"(8, 20, 28)","('Hard', 'Soft', 'Hard')",5019.360885096904
2,"(20, 8, 28)","('Soft', 'Hard', 'Hard')",5019.360885096904
2,"(28, 20, 8)","('Hard', 'Soft', 'Hard')",5019.360885096904
2,"(28, 8, 20)","('Hard', 'Hard', 'Soft')",5019.360885096904
2,"(20, 28, 8)","('Soft', 'Hard', 'Hard')",5019.360885096904
2,"(34, 8, 14)","('Hard', 'Medium', 'Hard')",5019.365302519434
2,"(8, 14, 34)","('Medium', 'Hard', 'Hard')",5019.365302519434
2,"(14, 34, 8)","('Hard', 'Hard', 'Medium')",5019.365302519434
2,"(14, 8, 34)","('Hard', 'Medium', 'Hard')",5019.365302519434
2,"(34, 14, 8)","('Hard', 'Hard', 'Medium')",5019.365302519434
2,"(8, 34, 14)","('Medium', 'Hard', 'Hard')",5019.365302519434
2,"(9, 7, 40)","('Soft', 'Soft', 'Hard')",5019.383750288403
2,"(40, 7, 9)","('Hard', 'Soft', 'Soft')",5019.383750288403
2,"(7, 40, 9)","('Soft', 'Hard', 'Soft')",5019.383750288403
2,"(40, 9, 7)","('Hard', 'Soft', 'Soft')",5019.383750288403
2,"(9, 40, 7)","('Soft', 'Hard', 'Soft')",5019.383750288403
2,"(7, 9, 40)","('Soft', 'Soft', 'Hard')",5019.383750288403
2,"(11, 6, 39)","('Soft', 'Soft', 'Hard')",5019.4071106101155
2,"(6, 11, 39)","('Soft', 'Soft', 'Hard')",5019.4071106101155
2,"(11, 39, 6)","('Soft', 'Hard', 'Soft')",5019.4071106101155
2,"(39, 11, 6)","('Hard', 'Soft', 'Soft')",5019.4071106101155
2,"(39, 6, 11)","('Hard', 'Soft', 'Soft')",5019.4071106101155
2,"(6, 39, 11)","('Soft', 'Hard', 'Soft')",5019.4071106101155
2,"(7, 14, 35)","('Soft', 'Soft', 'Hard')",5019.431869510506
2,"(7, 35, 14)","('Soft', 'Hard', 'Soft')",5019.431869510506
2,"(14, 35, 7)","('Soft', 'Hard', 'Soft')",5019.431869510506
2,"(14, 7, 35)","('Soft', 'Soft', 'Hard')",5019.431869510506
2,"(35, 14, 7)","('Hard', 'Soft', 'Soft')",5019.431869510506
2,"(35, 7, 14)","('Hard', 'Soft', 'Soft')",5019.431869510506
2,"(37, 6, 13)","('Hard', 'Soft', 'Soft')",5019.439095471023
2,"(37, 13, 6)","('Hard', 'Soft', 'Soft')",5019.439095471023
2,"(6, 37, 13)","('Soft', 'Hard', 'Soft')",5019.439095471023
2,"(13, 37, 6)","('Soft', 'Hard', 'Soft')",5019.439095471023
2,"(6, 13, 37)","('Soft', 'Soft', 'Hard')",5019.439095471023
2,"(13, 6, 37)","('Soft', 'Soft', 'Hard')",5019.439095471023
2,"(12, 30, 14)","('Soft', 'Hard', 'Soft')",5019.453963507801
2,"(12, 14, 30)","('Soft', 'Soft', 'Hard')",5019.453963507801
2,"(14, 12, 30)","('Soft', 'Soft', 'Hard')",5019.453963507801
2,"(30, 12, 14)","('Hard', 'Soft', 'Soft')",5019.453963507801
2,"(14, 30, 12)","('Soft', 'Hard', 'Soft')",5019.453963507801
2,"(30, 14, 12)","('Hard', 'Soft', 'Soft')",5019.453963507801
2,"(18, 10, 28)","('Hard', 'Medium', 'Hard')",5019.461790421663
2,"(10, 28, 18)","('Medium', 'Hard', 'Hard')",5019.461790421663
2,"(18, 28, 10)","('Hard', 'Hard', 'Medium')",5019.461790421663
2,"(28, 18, 10)","('Hard', 'Hard', 'Medium')",5019.461790421663
2,"(28, 10, 18)","('Hard', 'Medium', 'Hard')",5019.461790421663
2,"(10, 18, 28)","('Medium', 'Hard', 'Hard')",5019.461790421663
2,"(33, 18, 5)","('Hard', 'Soft', 'Hard')",5019.484353480476
2,"(5, 18, 33)","('Hard', 'Soft', 'Hard')",5019.484353480476
2,"(33, 5, 18)","('Hard', 'Hard', 'Soft')",5019.484353480476
2,"(18, 33, 5)","('Soft', 'Hard', 'Hard')",5019.484353480476
2,"(5, 33, 18)","('Hard', 'Hard', 'Soft')",5019.484353480476
2,"(18, 5, 33)","('Soft', 'Hard', 'Hard')",5019.484353480476
2,"(17, 22, 17)","('Hard', 'Soft', 'Hard')",5019.533928879209
2,"(17, 17, 22)","('Hard', 'Hard', 'Soft')",5019.533928879209
2,"(22, 17, 17)","('Soft', 'Hard', 'Hard')",5019.533928879209
2,"(10, 40, 6)","('Soft', 'Hard', 'Soft')",5019.5361340385
2,"(6, 10, 40)","('Soft', 'Soft', 'Hard')",5019.5361340385
2,"(40, 10, 6)","('Hard', 'Soft', 'Soft')",5019.5361340385
2,"(40, 6, 10)","('Hard', 'Soft', 'Soft')",5019.5361340385
2,"(10, 6, 40)","('Soft', 'Soft', 'Hard')",5019.5361340385
2,"(6, 40, 10)","('Soft', 'Hard', 'Soft')",5019.5361340385
2,"(16, 18, 22)","('Hard', 'Hard', 'Soft')",5019.565471036343
2,"(16, 22, 18)","('Hard', 'Soft', 'Hard')",5019.565471036343
2,"(18, 22, 16)","('Hard', 'Soft', 'Hard')",5019.565471036343
2,"(22, 18, 16)","('Soft', 'Hard', 'Hard')",5019.565471036343
2,"(22, 16, 18)","('Soft', 'Hard', 'Hard')",5019.565471036343
2,"(18, 16, 22)","('Hard', 'Hard', 'Soft')",5019.565471036343
2,"(15, 38, 3)","('Soft', 'Hard', 'Hard')",5019.570533786961
2,"(15, 3, 38)","('Soft', 'Hard', 'Hard')",5019.570533786961
2,"(3, 15, 38)","('Hard', 'Soft', 'Hard')",5019.570533786961
2,"(38, 15, 3)","('Hard', 'Soft', 'Hard')",5019.570533786961
2,"(38, 3, 15)","('Hard', 'Hard', 'Soft')",5019.570533786961
2,"(3, 38, 15)","('Hard', 'Hard', 'Soft')",5019.570533786961
2,"(10, 21, 25)","('Hard', 'Soft', 'Hard')",5019.589751891091
2,"(21, 25, 10)","('Soft', 'Hard', 'Hard')",5019.589751891091
2,"(25, 10, 21)","('Hard', 'Hard', 'Soft')",5019.589751891091
2,"(21, 10, 25)","('Soft', 'Hard', 'Hard')",5019.589751891091
2,"(10, 25, 21)","('Hard', 'Hard', 'Soft')",5019.589751891091
2,"(25, 21, 10)","('Hard', 'Soft', 'Hard')",5019.589751891091
2,"(31, 19, 6)","('Hard', 'Soft', 'Hard')",5019.604546748951
2,"(31, 6, 19)","('Hard', 'Hard', 'Soft')",5019.604546748951
2,"(6, 31, 19)","('Hard', 'Hard', 'Soft')",5019.604546748951
2,"(6, 19, 31)","('Hard', 'Soft', 'Hard')",5019.604546748951
2,"(19, 6, 31)","('Soft', 'Hard', 'Hard')",5019.604546748951
2,"(19, 31, 6)","('Soft', 'Hard', 'Hard')",5019.604546748951
2,"(17, 35, 4)","('Soft', 'Hard', 'Hard')",5019.610464464538
2,"(17, 4, 35)","('Soft', 'Hard', 'Hard')",5019.610464464538
2,"(35, 17, 4)","('Hard', 'Soft', 'Hard')",5019.610464464538
2,"(4, 35, 17)","('Hard', 'Hard', 'Soft')",5019.610464464538
2,"(35, 4, 17)","('Hard', 'Hard', 'Soft')",5019.610464464538
2,"(4, 17, 35)","('Hard', 'Soft', 'Hard')",5019.610464464538
2,"(15, 9, 32)","('Soft', 'Soft', 'Hard')",5019.64382444485
2,"(32, 9, 15)","('Hard', 'Soft', 'Soft')",5019.64382444485
2,"(32, 15, 9)","('Hard', 'Soft', 'Soft')",5019.64382444485
2,"(9, 15, 32)","('Soft', 'Soft', 'Hard')",5019.64382444485
2,"(9, 32, 15)","('Soft', 'Hard', 'Soft')",5019.64382444485
2,"(15, 32, 9)","('Soft', 'Hard', 'Soft')",5019.64382444485
2,"(6, 36, 14)","('Soft', 'Hard', 'Soft')",5019.65879309452
2,"(36, 6, 14)","('Hard', 'Soft', 'Soft')",5019.65879309452
2,"(14, 36, 6)","('Soft', 'Hard', 'Soft')",5019.65879309452
2,"(14, 6, 36)","('Soft', 'Soft', 'Hard')",5019.65879309452
2,"(36, 14, 6)","('Hard', 'Soft', 'Soft')",5019.65879309452
2,"(6, 14, 36)","('Soft', 'Soft', 'Hard')",5019.65879309452
2,"(22, 15, 19)","('Soft', 'Hard', 'Hard')",5019.660097507746
2,"(15, 19, 22)","('Hard', 'Hard', 'Soft')",5019.660097507746
2,"(15, 22, 19)","('Hard', 'Soft', 'Hard')",5019.660097507746
2,"(22, 19, 15)","('Soft', 'Hard', 'Hard')",5019.660097507746
2,"(19, 22, 15)","('Hard', 'Soft', 'Hard')",5019.660097507746
2,"(19, 15, 22)","('Hard', 'Hard', 'Soft')",5019.660097507746
2,"(9, 32, 15)","('Medium', 'Hard', 'Hard')",5019.668616727204
2,"(32, 9, 15)","('Hard', 'Medium', 'Hard')",5019.668616727204
2,"(15, 9, 32)","('Hard', 'Medium', 'Hard')",5019.668616727204
2,"(9, 15, 32)","('Medium', 'Hard', 'Hard')",5019.668616727204
2,"(15, 32, 9)","('Hard', 'Hard', 'Medium')",5019.668616727204
2,"(32, 15, 9)","('Hard', 'Hard', 'Medium')",5019.668616727204
2,"(31, 15, 10)","('Hard', 'Soft', 'Soft')",5019.6745627887685
2,"(15, 10, 31)","('Soft', 'Soft', 'Hard')",5019.6745627887685
2,"(10, 15, 31)","('Soft', 'Soft', 'Hard')",5019.6745627887685
2,"(15, 31, 10)","('Soft', 'Hard', 'Soft')",5019.6745627887685
2,"(31, 10, 15)","('Hard', 'Soft', 'Soft')",5019.6745627887685
2,"(10, 31, 15)","('Soft', 'Hard', 'Soft')",5019.6745627887685
2,"(8, 15, 33)","('Soft', 'Soft', 'Hard')",5019.690200228758
2,"(8, 33, 15)","('Soft', 'Hard', 'Soft')",5019.690200228758
2,"(33, 8, 15)","('Hard', 'Soft', 'Soft')",5019.690200228758
2,"(33, 15, 8)","('Hard', 'Soft', 'Soft')",5019.690200228758
2,"(15, 8, 33)","('Soft', 'Soft', 'Hard')",5019.690200228758
2,"(15, 33, 8)","('Soft', 'Hard', 'Soft')",5019.690200228758
2,"(39, 5, 12)","('Hard', 'Soft', 'Soft')",5019.71187811031
2,"(5, 39, 12)","('Soft', 'Hard', 'Soft')",5019.71187811031
2,"(5, 12, 39)","('Soft', 'Soft', 'Hard')",5019.71187811031
2,"(12, 39, 5)","('Soft', 'Hard', 'Soft')",5019.71187811031
2,"(39, 12, 5)","('Hard', 'Soft', 'Soft')",5019.71187811031
2,"(12, 5, 39)","('Soft', 'Soft', 'Hard')",5019.71187811031
2,"(14, 29, 13)","('Soft', 'Hard', 'Soft')",5019.748414024937
2,"(29, 13, 14)","('Hard', 'Soft', 'Soft')",5019.748414024937
2,"(14, 13, 29)","('Soft', 'Soft', 'Hard')",5019.748414024937
2,"(13, 14, 29)","('Soft', 'Soft', 'Hard')",5019.748414024937
2,"(13, 29, 14)","('Soft', 'Hard', 'Soft')",5019.748414024937
2,"(29, 14, 13)","('Hard', 'Soft', 'Soft')",5019.748414024937
2,"(17, 29, 10)","('Hard', 'Hard', 'Medium')",5019.756528023382
2,"(17, 10, 29)","('Hard', 'Medium', 'Hard')",5019.756528023382
2,"(29, 10, 17)","('Hard', 'Medium', 'Hard')",5019.756528023382
2,"(10, 17, 29)","('Medium', 'Hard', 'Hard')",5019.756528023382
2,"(29, 17, 10)","('Hard', 'Hard', 'Medium')",5019.756528023382
2,"(10, 29, 17)","('Medium', 'Hard', 'Hard')",5019.756528023382
2,"(13, 5, 38)","('Soft', 'Soft', 'Hard')",5019.76945272732
2,"(38, 13, 5)","('Hard', 'Soft', 'Soft')",5019.76945272732
2,"(38, 5, 13)","('Hard', 'Soft', 'Soft')",5019.76945272732
2,"(13, 38, 5)","('Soft', 'Hard', 'Soft')",5019.76945272732
2,"(5, 13, 38)","('Soft', 'Soft', 'Hard')",5019.76945272732
2,"(5, 38, 13)","('Soft', 'Hard', 'Soft')",5019.76945272732
2,"(30, 15, 11)","('Hard', 'Soft', 'Soft')",5019.782415260511
2,"(15, 11, 30)","('Soft', 'Soft', 'Hard')",5019.782415260511
2,"(11, 15, 30)","('Soft', 'Soft', 'Hard')",5019.782415260511
2,"(15, 30, 11)","('Soft', 'Hard', 'Soft')",5019.782415260511
2,"(30, 11, 15)","('Hard', 'Soft', 'Soft')",5019.782415260511
2,"(11, 30, 15)","('Soft', 'Hard', 'Soft')",5019.782415260511
2,"(5, 40, 11)","('Soft', 'Hard', 'Soft')",5019.790106955329
2,"(40, 5, 11)","('Hard', 'Soft', 'Soft')",5019.790106955329
2,"(11, 40, 5)","('Soft', 'Hard', 'Soft')",5019.790106955329
2,"(40, 11, 5)","('Hard', 'Soft', 'Soft')",5019.790106955329
2,"(11, 5, 40)","('Soft', 'Soft', 'Hard')",5019.790106955329
2,"(5, 11, 40)","('Soft', 'Soft', 'Hard')",5019.790106955329
2,"(14, 20, 22)","('Hard', 'Hard', 'Soft')",5019.812585680741
2,"(14, 22, 20)","('Hard', 'Soft', 'Hard')",5019.812585680741
2,"(22, 14, 20)","('Soft', 'Hard', 'Hard')",5019.812585680741
2,"(20, 22, 14)","('Hard', 'Soft', 'Hard')",5019.812585680741
2,"(22, 20, 14)","('Soft', 'Hard', 'Hard')",5019.812585680741
2,"(20, 14, 22)","('Hard', 'Hard', 'Soft')",5019.812585680741
2,"(15, 7, 34)","('Soft', 'Soft', 'Hard')",5019.813690140489
2,"(15, 34, 7)","('Soft', 'Hard', 'Soft')",5019.813690140489
2,"(7, 15, 34)","('Soft', 'Soft', 'Hard')",5019.813690140489
2,"(34, 7, 15)","('Hard', 'Soft', 'Soft')",5019.813690140489
2,"(34, 15, 7)","('Hard', 'Soft', 'Soft')",5019.813690140489
2,"(7, 34, 15)","('Soft', 'Hard', 'Soft')",5019.813690140489
2,"(12, 7, 37)","('Hard', 'Medium', 'Hard')",5019.862189446443
2,"(37, 7, 12)","('Hard', 'Medium', 'Hard')",5019.862189446443
2,"(37, 12, 7)","('Hard', 'Hard', 'Medium')",5019.862189446443
2,"(7, 12, 37)","('Medium', 'Hard', 'Hard')",5019.862189446443
2,"(7, 37, 12)","('Medium', 'Hard', 'Hard')",5019.862189446443
2,"(12, 37, 7)","('Hard', 'Hard', 'Medium')",5019.862189446443
2,"(23, 22, 11)","('Hard', 'Hard', 'Medium')",5019.892025371474
2,"(22, 23, 11)","('Hard', 'Hard', 'Medium')",5019.892025371474
2,"(22, 11, 23)","('Hard', 'Medium', 'Hard')",5019.892025371474
2,"(23, 11, 22)","('Hard', 'Medium', 'Hard')",5019.892025371474
2,"(11, 22, 23)","('Medium', 'Hard', 'Hard')",5019.892025371474
2,"(11, 23, 22)","('Medium', 'Hard', 'Hard')",5019.892025371474
2,"(11, 6, 39)","('Hard', 'Medium', 'Hard')",5019.917449268165
2,"(39, 11, 6)","('Hard', 'Hard', 'Medium')",5019.917449268165
2,"(6, 11, 39)","('Medium', 'Hard', 'Hard')",5019.917449268165
2,"(6, 39, 11)","('Medium', 'Hard', 'Hard')",5019.917449268165
2,"(39, 6, 11)","('Hard', 'Medium', 'Hard')",5019.917449268165
2,"(11, 39, 6)","('Hard', 'Hard', 'Medium')",5019.917449268165
2,"(8, 35, 13)","('Medium', 'Hard', 'Hard')",5019.944126016442
2,"(13, 8, 35)","('Hard', 'Medium', 'Hard')",5019.944126016442
2,"(35, 13, 8)","('Hard', 'Hard', 'Medium')",5019.944126016442
2,"(35, 8, 13)","('Hard', 'Medium', 'Hard')",5019.944126016442
2,"(8, 13, 35)","('Medium', 'Hard', 'Hard')",5019.944126016442
2,"(13, 35, 8)","('Hard', 'Hard', 'Medium')",5019.944126016442
2,"(11, 24, 21)","('Medium', 'Hard', 'Hard')",5019.944664460391
2,"(24, 11, 21)","('Hard', 'Medium', 'Hard')",5019.944664460391
2,"(24, 21, 11)","('Hard', 'Hard', 'Medium')",5019.944664460391
2,"(11, 21, 24)","('Medium', 'Hard', 'Hard')",5019.944664460391
2,"(21, 24, 11)","('Hard', 'Hard', 'Medium')",5019.944664460391
2,"(21, 11, 24)","('Hard', 'Medium', 'Hard')",5019.944664460391
2,"(14, 37, 5)","('Soft', 'Hard', 'Soft')",5019.9628308063575
2,"(14, 5, 37)","('Soft', 'Soft', 'Hard')",5019.9628308063575
2,"(37, 5, 14)","('Hard', 'Soft', 'Soft')",5019.9628308063575
2,"(37, 14, 5)","('Hard', 'Soft', 'Soft')",5019.9628308063575
2,"(5, 37, 14)","('Soft', 'Hard', 'Soft')",5019.9628308063575
2,"(5, 14, 37)","('Soft', 'Soft', 'Hard')",5019.9628308063575
2,"(29, 12, 15)","('Hard', 'Soft', 'Soft')",5019.967381860077
2,"(29, 15, 12)","('Hard', 'Soft', 'Soft')",5019.967381860077
2,"(15, 29, 12)","('Soft', 'Hard', 'Soft')",5019.967381860077
2,"(15, 12, 29)","('Soft', 'Soft', 'Hard')",5019.967381860077
2,"(12, 15, 29)","('Soft', 'Soft', 'Hard')",5019.967381860077
2,"(12, 29, 15)","('Soft', 'Hard', 'Soft')",5019.967381860077
2,"(7, 20, 29)","('Hard', 'Soft', 'Hard')",5019.971044269964
2,"(29, 7, 20)","('Hard', 'Hard', 'Soft')",5019.971044269964
2,"(7, 29, 20)","('Hard', 'Hard', 'Soft')",5019.971044269964
2,"(20, 29, 7)","('Soft', 'Hard', 'Hard')",5019.971044269964
2,"(20, 7, 29)","('Soft', 'Hard', 'Hard')",5019.971044269964
2,"(29, 20, 7)","('Hard', 'Soft', 'Hard')",5019.971044269964
1,"(33, 23)","('Hard', 'Medium')",5019.979526994186
1,"(23, 33)","('Medium', 'Hard')",5019.979526994186
2,"(3, 37, 16)","('Hard', 'Hard', 'Soft')",5019.982879701139
2,"(37, 16, 3)","('Hard', 'Soft', 'Hard')",5019.982879701139
2,"(37, 3, 16)","('Hard', 'Hard', 'Soft')",5019.982879701139
2,"(3, 16, 37)","('Hard', 'Soft', 'Hard')",5019.982879701139
2,"(16, 37, 3)","('Soft', 'Hard', 'Hard')",5019.982879701139
2,"(16, 3, 37)","('Soft', 'Hard', 'Hard')",5019.982879701139
2,"(35, 6, 15)","('Hard', 'Soft', 'Soft')",5020.014294180044
2,"(15, 35, 6)","('Soft', 'Hard', 'Soft')",5020.014294180044
2,"(15, 6, 35)","('Soft', 'Soft', 'Hard')",5020.014294180044
2,"(6, 15, 35)","('Soft', 'Soft', 'Hard')",5020.014294180044
2,"(35, 15, 6)","('Hard', 'Soft', 'Soft')",5020.014294180044
2,"(6, 35, 15)","('Soft', 'Hard', 'Soft')",5020.014294180044
2,"(21, 13, 22)","('Hard', 'Hard', 'Soft')",5020.022935555329
2,"(22, 21, 13)","('Soft', 'Hard', 'Hard')",5020.022935555329
2,"(21, 22, 13)","('Hard', 'Soft', 'Hard')",5020.022935555329
2,"(13, 21, 22)","('Hard', 'Hard', 'Soft')",5020.022935555329
2,"(13, 22, 21)","('Hard', 'Soft', 'Hard')",5020.022935555329
2,"(22, 13, 21)","('Soft', 'Hard', 'Hard')",5020.022935555329
2,"(11, 20, 25)","('Medium', 'Hard', 'Hard')",5020.049942638225
2,"(11, 25, 20)","('Medium', 'Hard', 'Hard')",5020.049942638225
2,"(20, 11, 25)","('Hard', 'Medium', 'Hard')",5020.049942638225
2,"(25, 11, 20)","('Hard', 'Medium', 'Hard')",5020.049942638225
2,"(20, 25, 11)","('Hard', 'Hard', 'Medium')",5020.049942638225
2,"(25, 20, 11)","('Hard', 'Hard', 'Medium')",5020.049942638225
2,"(9, 26, 21)","('Hard', 'Hard', 'Soft')",5020.057868116507
2,"(21, 9, 26)","('Soft', 'Hard', 'Hard')",5020.057868116507
2,"(26, 9, 21)","('Hard', 'Hard', 'Soft')",5020.057868116507
2,"(26, 21, 9)","('Hard', 'Soft', 'Hard')",5020.057868116507
2,"(9, 21, 26)","('Hard', 'Soft', 'Hard')",5020.057868116507
2,"(21, 26, 9)","('Soft', 'Hard', 'Hard')",5020.057868116507
2,"(30, 10, 16)","('Hard', 'Medium', 'Hard')",5020.109127326695
2,"(30, 16, 10)","('Hard', 'Hard', 'Medium')",5020.109127326695
2,"(16, 30, 10)","('Hard', 'Hard', 'Medium')",5020.109127326695
2,"(16, 10, 30)","('Hard', 'Medium', 'Hard')",5020.109127326695
2,"(10, 16, 30)","('Medium', 'Hard', 'Hard')",5020.109127326695
2,"(10, 30, 16)","('Medium', 'Hard', 'Hard')",5020.109127326695
2,"(40, 12, 4)","('Hard', 'Soft', 'Soft')",5020.14566903889
2,"(12, 4, 40)","('Soft', 'Soft', 'Hard')",5020.14566903889
2,"(40, 4, 12)","('Hard', 'Soft', 'Soft')",5020.14566903889
2,"(4, 40, 12)","('Soft', 'Hard', 'Soft')",5020.14566903889
2,"(4, 12, 40)","('Soft', 'Soft', 'Hard')",5020.14566903889
2,"(12, 40, 4)","('Soft', 'Hard', 'Soft')",5020.14566903889
2,"(9, 33, 14)","('Medium', 'Hard', 'Hard')",5020.16325897816
2,"(33, 9, 14)","('Hard', 'Medium', 'Hard')",5020.16325897816
2,"(14, 33, 9)","('Hard', 'Hard', 'Medium')",5020.16325897816
2,"(33, 14, 9)","('Hard', 'Hard', 'Medium')",5020.16325897816
2,"(9, 14, 33)","('Medium', 'Hard', 'Hard')",5020.16325897816
2,"(14, 9, 33)","('Hard', 'Medium', 'Hard')",5020.16325897816
2,"(39, 4, 13)","('Hard', 'Soft', 'Soft')",5020.176924111441
2,"(13, 4, 39)","('Soft', 'Soft', 'Hard')",5020.176924111441
2,"(13, 39, 4)","('Soft', 'Hard', 'Soft')",5020.176924111441
2,"(39, 13, 4)","('Hard', 'Soft', 'Soft')",5020.176924111441
2,"(4, 13, 39)","('Soft', 'Soft', 'Hard')",5020.176924111441
2,"(4, 39, 13)","('Soft', 'Hard', 'Soft')",5020.176924111441
2,"(14, 14, 28)","('Soft', 'Soft', 'Hard')",5020.178668004102
2,"(28, 14, 14)","('Hard', 'Soft', 'Soft')",5020.178668004102
2,"(14, 28, 14)","('Soft', 'Hard', 'Soft')",5020.178668004102
2,"(11, 26, 19)","('Medium', 'Hard', 'Hard')",5020.207859904976
2,"(19, 11, 26)","('Hard', 'Medium', 'Hard')",5020.207859904976
2,"(11, 19, 26)","('Medium', 'Hard', 'Hard')",5020.207859904976
2,"(26, 11, 19)","('Hard', 'Medium', 'Hard')",5020.207859904976
2,"(26, 19, 11)","('Hard', 'Hard', 'Medium')",5020.207859904976
2,"(19, 26, 11)","('Hard', 'Hard', 'Medium')",5020.207859904976
2,"(31, 16, 9)","('Hard', 'Soft', 'Soft')",5020.214087625779
2,"(9, 31, 16)","('Soft', 'Hard', 'Soft')",5020.214087625779
2,"(31, 9, 16)","('Hard', 'Soft', 'Soft')",5020.214087625779
2,"(16, 31, 9)","('Soft', 'Hard', 'Soft')",5020.214087625779
2,"(9, 16, 31)","('Soft', 'Soft', 'Hard')",5020.214087625779
2,"(16, 9, 31)","('Soft', 'Soft', 'Hard')",5020.214087625779
2,"(32, 16, 8)","('Hard', 'Soft', 'Soft')",5020.234143865227
2,"(16, 32, 8)","('Soft', 'Hard', 'Soft')",5020.234143865227
2,"(32, 8, 16)","('Hard', 'Soft', 'Soft')",5020.234143865227
2,"(8, 32, 16)","('Soft', 'Hard', 'Soft')",5020.234143865227
2,"(16, 8, 32)","('Soft', 'Soft', 'Hard')",5020.234143865227
2,"(8, 16, 32)","('Soft', 'Soft', 'Hard')",5020.234143865227
2,"(10, 16, 30)","('Soft', 'Soft', 'Hard')",5020.271145514156
2,"(16, 10, 30)","('Soft', 'Soft', 'Hard')",5020.271145514156
2,"(10, 30, 16)","('Soft', 'Hard', 'Soft')",5020.271145514156
2,"(16, 30, 10)","('Soft', 'Hard', 'Soft')",5020.271145514156
