Stops,Stints,Compounds,TotalTime_s
1,"(16, 40)","('Soft', 'Hard')",5001.170702382491
1,"(40, 16)","('Hard', 'Soft')",5001.170702382491
1,"(17, 39)","('Soft', 'Hard')",5001.639893125321
1,"(39, 17)","('Hard', 'Soft')",5001.639893125321
1,"(38, 18)","('Hard', 'Soft')",5002.24488733018
1,"(18, 38)","('Soft', 'Hard')",5002.24488733018
1,"(19, 37)","('Soft', 'Hard')",5002.9856849970665
1,"(37, 19)","('Hard', 'Soft')",5002.9856849970665
1,"(36, 20)","('Hard', 'Soft')",5003.862286125983
1,"(20, 36)","('Soft', 'Hard')",5003.862286125983
1,"(21, 35)","('Soft', 'Hard')",5004.874690716926
1,"(35, 21)","('Hard', 'Soft')",5004.874690716926
1,"(34, 22)","('Hard', 'Soft')",5006.022898769899
1,"(22, 34)","('Soft', 'Hard')",5006.022898769899
2,"(6, 25, 25)","('Soft', 'Hard', 'Hard')",5007.724863298583
2,"(25, 6, 25)","('Hard', 'Soft', 'Hard')",5007.724863298583
2,"(25, 25, 6)","('Hard', 'Hard', 'Soft')",5007.724863298583
2,"(25, 26, 5)","('Hard', 'Hard', 'Soft')",5007.739386021377
2,"(25, 5, 26)","('Hard', 'Soft', 'Hard')",5007.739386021377
2,"(5, 25, 26)","('Soft', 'Hard', 'Hard')",5007.739386021377
2,"(5, 26, 25)","('Soft', 'Hard', 'Hard')",5007.739386021377
2,"(26, 5, 25)","('Hard', 'Soft', 'Hard')",5007.739386021377
2,"(26, 25, 5)","('Hard', 'Hard', 'Soft')",5007.739386021377
2,"(24, 26, 6)","('Hard', 'Hard', 'Soft')",5007.751182843041
2,"(6, 24, 26)","('Soft', 'Hard', 'Hard')",5007.751182843041
2,"(24, 6, 26)","('Hard', 'Soft', 'Hard')",5007.751182843041
2,"(26, 24, 6)","('Hard', 'Hard', 'Soft')",5007.751182843041
2,"(6, 26, 24)","('Soft', 'Hard', 'Hard')",5007.751182843041
2,"(26, 6, 24)","('Hard', 'Soft', 'Hard')",5007.751182843041
2,"(7, 25, 24)","('Soft', 'Hard', 'Hard')",5007.787454703612
2,"(24, 25, 7)","('Hard', 'Hard', 'Soft')",5007.787454703612
2,"(25, 7, 24)","('Hard', 'Soft', 'Hard')",5007.787454703612
2,"(24, 7, 25)","('Hard', 'Soft', 'Hard')",5007.787454703612
2,"(25, 24, 7)","('Hard', 'Hard', 'Soft')",5007.787454703612
2,"(7, 24, 25)","('Soft', 'Hard', 'Hard')",5007.787454703612
2,"(24, 27, 5)","('Hard', 'Hard', 'Soft')",5007.792025110293
2,"(27, 5, 24)","('Hard', 'Soft', 'Hard')",5007.792025110293
2,"(27, 24, 5)","('Hard', 'Hard', 'Soft')",5007.792025110293
2,"(5, 27, 24)","('Soft', 'Hard', 'Hard')",5007.792025110293
2,"(5, 24, 27)","('Soft', 'Hard', 'Hard')",5007.792025110293
2,"(24, 5, 27)","('Hard', 'Soft', 'Hard')",5007.792025110293
2,"(4, 26, 26)","('Soft', 'Hard', 'Hard')",5007.804703327537
2,"(26, 26, 4)","('Hard', 'Hard', 'Soft')",5007.804703327537
2,"(26, 4, 26)","('Hard', 'Soft', 'Hard')",5007.804703327537
2,"(6, 27, 23)","('Soft', 'Hard', 'Hard')",5007.8301414764155
2,"(27, 6, 23)","('Hard', 'Soft', 'Hard')",5007.8301414764155
2,"(6, 23, 27)","('Soft', 'Hard', 'Hard')",5007.8301414764155
2,"(23, 27, 6)","('Hard', 'Hard', 'Soft')",5007.8301414764155
2,"(27, 23, 6)","('Hard', 'Hard', 'Soft')",5007.8301414764155
2,"(23, 6, 27)","('Hard', 'Soft', 'Hard')",5007.8301414764155
2,"(4, 25, 27)","('Soft', 'Hard', 'Hard')",5007.831022871996
2,"(25, 27, 4)","('Hard', 'Hard', 'Soft')",5007.831022871996
2,"(27, 4, 25)","('Hard', 'Soft', 'Hard')",5007.831022871996
2,"(25, 4, 27)","('Hard', 'Soft', 'Hard')",5007.831022871996
2,"(27, 25, 4)","('Hard', 'Hard', 'Soft')",5007.831022871996
2,"(4, 27, 25)","('Soft', 'Hard', 'Hard')",5007.831022871996
2,"(23, 26, 7)","('Hard', 'Hard', 'Soft')",5007.840093792529
2,"(7, 23, 26)","('Soft', 'Hard', 'Hard')",5007.840093792529
2,"(23, 7, 26)","('Hard', 'Soft', 'Hard')",5007.840093792529
2,"(26, 7, 23)","('Hard', 'Soft', 'Hard')",5007.840093792529
2,"(26, 23, 7)","('Hard', 'Hard', 'Soft')",5007.840093792529
2,"(7, 26, 23)","('Soft', 'Hard', 'Hard')",5007.840093792529
2,"(5, 23, 28)","('Soft', 'Hard', 'Hard')",5007.897303288128
2,"(5, 28, 23)","('Soft', 'Hard', 'Hard')",5007.897303288128
2,"(23, 28, 5)","('Hard', 'Hard', 'Soft')",5007.897303288128
2,"(23, 5, 28)","('Hard', 'Soft', 'Hard')",5007.897303288128
2,"(28, 23, 5)","('Hard', 'Hard', 'Soft')",5007.897303288128
2,"(28, 5, 23)","('Hard', 'Soft', 'Hard')",5007.897303288128
2,"(8, 24, 24)","('Soft', 'Hard', 'Hard')",5007.9008406920075
2,"(24, 8, 24)","('Hard', 'Soft', 'Hard')",5007.9008406920075
2,"(24, 24, 8)","('Hard', 'Hard', 'Soft')",5007.9008406920075
2,"(28, 24, 4)","('Hard', 'Hard', 'Soft')",5007.909981505371
2,"(4, 24, 28)","('Soft', 'Hard', 'Hard')",5007.909981505371
2,"(4, 28, 24)","('Soft', 'Hard', 'Hard')",5007.909981505371
2,"(24, 28, 4)","('Hard', 'Hard', 'Soft')",5007.909981505371
2,"(28, 4, 24)","('Hard', 'Soft', 'Hard')",5007.909981505371
2,"(24, 4, 28)","('Hard', 'Soft', 'Hard')",5007.909981505371
2,"(23, 8, 25)","('Hard', 'Soft', 'Hard')",5007.927160236466
2,"(25, 8, 23)","('Hard', 'Soft', 'Hard')",5007.927160236466
2,"(8, 23, 25)","('Soft', 'Hard', 'Hard')",5007.927160236466
2,"(25, 23, 8)","('Hard', 'Hard', 'Soft')",5007.927160236466
2,"(8, 25, 23)","('Soft', 'Hard', 'Hard')",5007.927160236466
2,"(23, 25, 8)","('Hard', 'Hard', 'Soft')",5007.927160236466
2,"(7, 22, 27)","('Soft', 'Hard', 'Hard')",5007.945371970362
2,"(22, 27, 7)","('Hard', 'Hard', 'Soft')",5007.945371970362
2,"(27, 7, 22)","('Hard', 'Soft', 'Hard')",5007.945371970362
2,"(27, 22, 7)","('Hard', 'Hard', 'Soft')",5007.945371970362
2,"(22, 7, 27)","('Hard', 'Soft', 'Hard')",5007.945371970362
2,"(7, 27, 22)","('Soft', 'Hard', 'Hard')",5007.945371970362
2,"(26, 27, 3)","('Hard', 'Hard', 'Soft')",5007.947134761522
2,"(27, 26, 3)","('Hard', 'Hard', 'Soft')",5007.947134761522
2,"(3, 26, 27)","('Soft', 'Hard', 'Hard')",5007.947134761522
2,"(27, 3, 26)","('Hard', 'Soft', 'Hard')",5007.947134761522
2,"(26, 3, 27)","('Hard', 'Soft', 'Hard')",5007.947134761522
2,"(3, 27, 26)","('Soft', 'Hard', 'Hard')",5007.947134761522
2,"(6, 22, 28)","('Soft', 'Hard', 'Hard')",5007.9617391987085
2,"(28, 22, 6)","('Hard', 'Hard', 'Soft')",5007.9617391987085
2,"(6, 28, 22)","('Soft', 'Hard', 'Hard')",5007.9617391987085
2,"(28, 6, 22)","('Hard', 'Soft', 'Hard')",5007.9617391987085
2,"(22, 6, 28)","('Hard', 'Soft', 'Hard')",5007.9617391987085
2,"(22, 28, 6)","('Hard', 'Hard', 'Soft')",5007.9617391987085
2,"(25, 28, 3)","('Hard', 'Hard', 'Soft')",5007.999773850439
2,"(3, 28, 25)","('Soft', 'Hard', 'Hard')",5007.999773850439
2,"(28, 25, 3)","('Hard', 'Hard', 'Soft')",5007.999773850439
2,"(25, 3, 28)","('Hard', 'Soft', 'Hard')",5007.999773850439
2,"(28, 3, 25)","('Hard', 'Soft', 'Hard')",5007.999773850439
2,"(3, 25, 28)","('Soft', 'Hard', 'Hard')",5007.999773850439
2,"(22, 26, 8)","('Hard', 'Hard', 'Soft')",5008.006118869842
2,"(8, 22, 26)","('Soft', 'Hard', 'Hard')",5008.006118869842
2,"(26, 22, 8)","('Hard', 'Hard', 'Soft')",5008.006118869842
2,"(8, 26, 22)","('Soft', 'Hard', 'Hard')",5008.006118869842
2,"(26, 8, 22)","('Hard', 'Soft', 'Hard')",5008.006118869842
2,"(22, 8, 26)","('Hard', 'Soft', 'Hard')",5008.006118869842
2,"(29, 23, 4)","('Hard', 'Hard', 'Soft')",5008.0415792276635
2,"(4, 23, 29)","('Soft', 'Hard', 'Hard')",5008.0415792276635
2,"(4, 29, 23)","('Soft', 'Hard', 'Hard')",5008.0415792276635
2,"(23, 4, 29)","('Hard', 'Soft', 'Hard')",5008.0415792276635
2,"(29, 4, 23)","('Hard', 'Soft', 'Hard')",5008.0415792276635
2,"(23, 29, 4)","('Hard', 'Hard', 'Soft')",5008.0415792276635
2,"(22, 5, 29)","('Hard', 'Soft', 'Hard')",5008.055220554878
2,"(22, 29, 5)","('Hard', 'Hard', 'Soft')",5008.055220554878
2,"(5, 29, 22)","('Soft', 'Hard', 'Hard')",5008.055220554878
2,"(29, 22, 5)","('Hard', 'Hard', 'Soft')",5008.055220554878
2,"(29, 5, 22)","('Hard', 'Soft', 'Hard')",5008.055220554878
2,"(5, 22, 29)","('Soft', 'Hard', 'Hard')",5008.055220554878
2,"(9, 23, 24)","('Soft', 'Hard', 'Hard')",5008.091340808228
2,"(24, 23, 9)","('Hard', 'Hard', 'Soft')",5008.091340808228
2,"(23, 9, 24)","('Hard', 'Soft', 'Hard')",5008.091340808228
2,"(9, 24, 23)","('Soft', 'Hard', 'Hard')",5008.091340808228
2,"(23, 24, 9)","('Hard', 'Hard', 'Soft')",5008.091340808228
2,"(24, 9, 23)","('Hard', 'Soft', 'Hard')",5008.091340808228
2,"(21, 7, 28)","('Hard', 'Soft', 'Hard')",5008.103289237114
2,"(28, 21, 7)","('Hard', 'Hard', 'Soft')",5008.103289237114
2,"(28, 7, 21)","('Hard', 'Soft', 'Hard')",5008.103289237114
2,"(21, 28, 7)","('Hard', 'Hard', 'Soft')",5008.103289237114
2,"(7, 21, 28)","('Soft', 'Hard', 'Hard')",5008.103289237114
2,"(7, 28, 21)","('Soft', 'Hard', 'Hard')",5008.103289237114
2,"(3, 24, 29)","('Soft', 'Hard', 'Hard')",5008.105052028272
2,"(29, 3, 24)","('Hard', 'Soft', 'Hard')",5008.105052028272
2,"(29, 24, 3)","('Hard', 'Hard', 'Soft')",5008.105052028272
2,"(3, 29, 24)","('Soft', 'Hard', 'Hard')",5008.105052028272
2,"(24, 3, 29)","('Hard', 'Soft', 'Hard')",5008.105052028272
2,"(24, 29, 3)","('Hard', 'Hard', 'Soft')",5008.105052028272
2,"(27, 21, 8)","('Hard', 'Hard', 'Soft')",5008.137716592134
2,"(21, 27, 8)","('Hard', 'Hard', 'Soft')",5008.137716592134
2,"(27, 8, 21)","('Hard', 'Soft', 'Hard')",5008.137716592134
2,"(21, 8, 27)","('Hard', 'Soft', 'Hard')",5008.137716592134
2,"(8, 27, 21)","('Soft', 'Hard', 'Hard')",5008.137716592134
2,"(8, 21, 27)","('Soft', 'Hard', 'Hard')",5008.137716592134
2,"(27, 27, 2)","('Hard', 'Hard', 'Soft')",5008.140360778872
2,"(27, 2, 27)","('Hard', 'Soft', 'Hard')",5008.140360778872
2,"(2, 27, 27)","('Soft', 'Hard', 'Hard')",5008.140360778872
2,"(25, 9, 22)","('Hard', 'Soft', 'Hard')",5008.143979897145
2,"(22, 25, 9)","('Hard', 'Hard', 'Soft')",5008.143979897145
2,"(9, 25, 22)","('Soft', 'Hard', 'Hard')",5008.143979897145
2,"(9, 22, 25)","('Soft', 'Hard', 'Hard')",5008.143979897145
2,"(25, 22, 9)","('Hard', 'Hard', 'Soft')",5008.143979897145
2,"(22, 9, 25)","('Hard', 'Soft', 'Hard')",5008.143979897145
2,"(21, 6, 29)","('Hard', 'Soft', 'Hard')",5008.145976009919
2,"(29, 6, 21)","('Hard', 'Soft', 'Hard')",5008.145976009919
2,"(21, 29, 6)","('Hard', 'Hard', 'Soft')",5008.145976009919
2,"(6, 29, 21)","('Soft', 'Hard', 'Hard')",5008.145976009919
2,"(29, 21, 6)","('Hard', 'Hard', 'Soft')",5008.145976009919
2,"(6, 21, 29)","('Soft', 'Hard', 'Hard')",5008.145976009919
2,"(28, 2, 26)","('Hard', 'Soft', 'Hard')",5008.166680323331
2,"(2, 28, 26)","('Soft', 'Hard', 'Hard')",5008.166680323331
2,"(2, 26, 28)","('Soft', 'Hard', 'Hard')",5008.166680323331
2,"(26, 28, 2)","('Hard', 'Hard', 'Soft')",5008.166680323331
2,"(28, 26, 2)","('Hard', 'Hard', 'Soft')",5008.166680323331
2,"(26, 2, 28)","('Hard', 'Soft', 'Hard')",5008.166680323331
2,"(22, 30, 4)","('Hard', 'Hard', 'Soft')",5008.225816038874
2,"(4, 22, 30)","('Soft', 'Hard', 'Hard')",5008.225816038874
2,"(30, 22, 4)","('Hard', 'Hard', 'Soft')",5008.225816038874
2,"(4, 30, 22)","('Soft', 'Hard', 'Hard')",5008.225816038874
2,"(30, 4, 22)","('Hard', 'Soft', 'Hard')",5008.225816038874
2,"(22, 4, 30)","('Hard', 'Soft', 'Hard')",5008.225816038874
2,"(25, 29, 2)","('Hard', 'Hard', 'Soft')",5008.245638956706
2,"(2, 25, 29)","('Soft', 'Hard', 'Hard')",5008.245638956706
2,"(25, 2, 29)","('Hard', 'Soft', 'Hard')",5008.245638956706
2,"(29, 2, 25)","('Hard', 'Soft', 'Hard')",5008.245638956706
2,"(29, 25, 2)","('Hard', 'Hard', 'Soft')",5008.245638956706
2,"(2, 29, 25)","('Soft', 'Hard', 'Hard')",5008.245638956706
2,"(9, 26, 21)","('Soft', 'Hard', 'Hard')",5008.249258074979
2,"(21, 26, 9)","('Hard', 'Hard', 'Soft')",5008.249258074979
2,"(9, 21, 26)","('Soft', 'Hard', 'Hard')",5008.249258074979
2,"(21, 9, 26)","('Hard', 'Soft', 'Hard')",5008.249258074979
2,"(26, 21, 9)","('Hard', 'Hard', 'Soft')",5008.249258074979
2,"(26, 9, 21)","('Hard', 'Soft', 'Hard')",5008.249258074979
2,"(3, 23, 30)","('Soft', 'Hard', 'Hard')",5008.262969295024
2,"(30, 23, 3)","('Hard', 'Hard', 'Soft')",5008.262969295024
2,"(23, 3, 30)","('Hard', 'Soft', 'Hard')",5008.262969295024
2,"(3, 30, 23)","('Soft', 'Hard', 'Hard')",5008.262969295024
2,"(23, 30, 3)","('Hard', 'Hard', 'Soft')",5008.262969295024
2,"(30, 3, 23)","('Hard', 'Soft', 'Hard')",5008.262969295024
2,"(21, 30, 5)","('Hard', 'Hard', 'Soft')",5008.265776910547
2,"(5, 21, 30)","('Soft', 'Hard', 'Hard')",5008.265776910547
2,"(30, 21, 5)","('Hard', 'Hard', 'Soft')",5008.265776910547
2,"(21, 5, 30)","('Hard', 'Soft', 'Hard')",5008.265776910547
2,"(30, 5, 21)","('Hard', 'Soft', 'Hard')",5008.265776910547
2,"(5, 30, 21)","('Soft', 'Hard', 'Hard')",5008.265776910547
2,"(7, 29, 20)","('Soft', 'Hard', 'Hard')",5008.313845592782
2,"(7, 20, 29)","('Soft', 'Hard', 'Hard')",5008.313845592782
2,"(20, 7, 29)","('Hard', 'Soft', 'Hard')",5008.313845592782
2,"(29, 20, 7)","('Hard', 'Hard', 'Soft')",5008.313845592782
2,"(20, 29, 7)","('Hard', 'Hard', 'Soft')",5008.313845592782
2,"(29, 7, 20)","('Hard', 'Soft', 'Hard')",5008.313845592782
2,"(8, 28, 20)","('Soft', 'Hard', 'Hard')",5008.321953403344
2,"(28, 20, 8)","('Hard', 'Hard', 'Soft')",5008.321953403344
2,"(8, 20, 28)","('Soft', 'Hard', 'Hard')",5008.321953403344
2,"(20, 28, 8)","('Hard', 'Hard', 'Soft')",5008.321953403344
2,"(20, 8, 28)","('Hard', 'Soft', 'Hard')",5008.321953403344
2,"(28, 8, 20)","('Hard', 'Soft', 'Hard')",5008.321953403344
2,"(23, 10, 23)","('Hard', 'Soft', 'Hard')",5008.332635507813
2,"(10, 23, 23)","('Soft', 'Hard', 'Hard')",5008.332635507813
2,"(23, 23, 10)","('Hard', 'Hard', 'Soft')",5008.332635507813
2,"(22, 10, 24)","('Hard', 'Soft', 'Hard')",5008.358955052272
2,"(24, 10, 22)","('Hard', 'Soft', 'Hard')",5008.358955052272
2,"(24, 22, 10)","('Hard', 'Hard', 'Soft')",5008.358955052272
2,"(10, 24, 22)","('Soft', 'Hard', 'Hard')",5008.358955052272
2,"(10, 22, 24)","('Soft', 'Hard', 'Hard')",5008.358955052272
2,"(22, 24, 10)","('Hard', 'Hard', 'Soft')",5008.358955052272
2,"(30, 24, 2)","('Hard', 'Hard', 'Soft')",5008.377236678999
2,"(24, 30, 2)","('Hard', 'Hard', 'Soft')",5008.377236678999
2,"(30, 2, 24)","('Hard', 'Soft', 'Hard')",5008.377236678999
2,"(24, 2, 30)","('Hard', 'Soft', 'Hard')",5008.377236678999
2,"(2, 30, 24)","('Soft', 'Hard', 'Hard')",5008.377236678999
2,"(2, 24, 30)","('Soft', 'Hard', 'Hard')",5008.377236678999
2,"(6, 30, 20)","('Soft', 'Hard', 'Hard')",5008.382851910045
2,"(30, 20, 6)","('Hard', 'Hard', 'Soft')",5008.382851910045
2,"(20, 30, 6)","('Hard', 'Hard', 'Soft')",5008.382851910045
2,"(30, 6, 20)","('Hard', 'Soft', 'Hard')",5008.382851910045
2,"(6, 20, 30)","('Soft', 'Hard', 'Hard')",5008.382851910045
2,"(20, 6, 30)","('Hard', 'Soft', 'Hard')",5008.382851910045
2,"(27, 20, 9)","('Hard', 'Hard', 'Soft')",5008.407175341729
2,"(9, 20, 27)","('Soft', 'Hard', 'Hard')",5008.407175341729
2,"(20, 9, 27)","('Hard', 'Soft', 'Hard')",5008.407175341729
2,"(9, 27, 20)","('Soft', 'Hard', 'Hard')",5008.407175341729
2,"(27, 9, 20)","('Hard', 'Soft', 'Hard')",5008.407175341729
2,"(20, 27, 9)","('Hard', 'Hard', 'Soft')",5008.407175341729
2,"(27, 28, 1)","('Hard', 'Hard', 'Soft')",5008.410700924047
2,"(1, 27, 28)","('Soft', 'Hard', 'Hard')",5008.410700924047
2,"(27, 1, 28)","('Hard', 'Soft', 'Hard')",5008.410700924047
2,"(1, 28, 27)","('Soft', 'Hard', 'Hard')",5008.410700924047
2,"(28, 27, 1)","('Hard', 'Hard', 'Soft')",5008.410700924047
2,"(28, 1, 27)","('Hard', 'Soft', 'Hard')",5008.410700924047
2,"(21, 10, 25)","('Hard', 'Soft', 'Hard')",5008.437913685648
2,"(25, 10, 21)","('Hard', 'Soft', 'Hard')",5008.437913685648
2,"(10, 21, 25)","('Soft', 'Hard', 'Hard')",5008.437913685648
2,"(10, 25, 21)","('Soft', 'Hard', 'Hard')",5008.437913685648
2,"(21, 25, 10)","('Hard', 'Hard', 'Soft')",5008.437913685648
2,"(25, 21, 10)","('Hard', 'Hard', 'Soft')",5008.437913685648
2,"(4, 31, 21)","('Soft', 'Hard', 'Hard')",5008.462691939
2,"(31, 21, 4)","('Hard', 'Hard', 'Soft')",5008.462691939
2,"(4, 21, 31)","('Soft', 'Hard', 'Hard')",5008.462691939
2,"(21, 31, 4)","('Hard', 'Hard', 'Soft')",5008.462691939
2,"(31, 4, 21)","('Hard', 'Soft', 'Hard')",5008.462691939
2,"(21, 4, 31)","('Hard', 'Soft', 'Hard')",5008.462691939
2,"(26, 1, 29)","('Hard', 'Soft', 'Hard')",5008.463340012964
2,"(29, 26, 1)","('Hard', 'Hard', 'Soft')",5008.463340012964
2,"(26, 29, 1)","('Hard', 'Hard', 'Soft')",5008.463340012964
2,"(29, 1, 26)","('Hard', 'Soft', 'Hard')",5008.463340012964
2,"(1, 29, 26)","('Soft', 'Hard', 'Hard')",5008.463340012964
2,"(1, 26, 29)","('Soft', 'Hard', 'Hard')",5008.463340012964
2,"(3, 31, 22)","('Soft', 'Hard', 'Hard')",5008.473525650692
2,"(3, 22, 31)","('Soft', 'Hard', 'Hard')",5008.473525650692
2,"(22, 3, 31)","('Hard', 'Soft', 'Hard')",5008.473525650692
2,"(22, 31, 3)","('Hard', 'Hard', 'Soft')",5008.473525650692
2,"(31, 22, 3)","('Hard', 'Hard', 'Soft')",5008.473525650692
2,"(31, 3, 22)","('Hard', 'Soft', 'Hard')",5008.473525650692
2,"(31, 5, 20)","('Hard', 'Soft', 'Hard')",5008.528972355132
2,"(5, 20, 31)","('Soft', 'Hard', 'Hard')",5008.528972355132
2,"(20, 5, 31)","('Hard', 'Soft', 'Hard')",5008.528972355132
2,"(5, 31, 20)","('Soft', 'Hard', 'Hard')",5008.528972355132
2,"(31, 20, 5)","('Hard', 'Hard', 'Soft')",5008.528972355132
2,"(20, 31, 5)","('Hard', 'Hard', 'Soft')",5008.528972355132
2,"(8, 19, 29)","('Soft', 'Hard', 'Hard')",5008.558829303471
2,"(8, 29, 19)","('Soft', 'Hard', 'Hard')",5008.558829303471
2,"(29, 19, 8)","('Hard', 'Hard', 'Soft')",5008.558829303471
2,"(19, 8, 29)","('Hard', 'Soft', 'Hard')",5008.558829303471
2,"(29, 8, 19)","('Hard', 'Soft', 'Hard')",5008.558829303471
2,"(19, 29, 8)","('Hard', 'Hard', 'Soft')",5008.558829303471
2,"(23, 2, 31)","('Hard', 'Soft', 'Hard')",5008.561473490208
2,"(31, 23, 2)","('Hard', 'Hard', 'Soft')",5008.561473490208
2,"(2, 31, 23)","('Soft', 'Hard', 'Hard')",5008.561473490208
2,"(23, 31, 2)","('Hard', 'Hard', 'Soft')",5008.561473490208
2,"(31, 2, 23)","('Hard', 'Soft', 'Hard')",5008.561473490208
2,"(2, 23, 31)","('Soft', 'Hard', 'Hard')",5008.561473490208
2,"(1, 30, 25)","('Soft', 'Hard', 'Hard')",5008.568618190799
2,"(30, 25, 1)","('Hard', 'Hard', 'Soft')",5008.568618190799
2,"(30, 1, 25)","('Hard', 'Soft', 'Hard')",5008.568618190799
2,"(25, 30, 1)","('Hard', 'Hard', 'Soft')",5008.568618190799
2,"(25, 1, 30)","('Hard', 'Soft', 'Hard')",5008.568618190799
2,"(1, 25, 30)","('Soft', 'Hard', 'Hard')",5008.568618190799
2,"(20, 26, 10)","('Hard', 'Hard', 'Soft')",5008.56951140794
2,"(26, 20, 10)","('Hard', 'Hard', 'Soft')",5008.56951140794
2,"(10, 20, 26)","('Soft', 'Hard', 'Hard')",5008.56951140794
2,"(20, 10, 26)","('Hard', 'Soft', 'Hard')",5008.56951140794
2,"(26, 10, 20)","('Hard', 'Soft', 'Hard')",5008.56951140794
2,"(10, 26, 20)","('Soft', 'Hard', 'Hard')",5008.56951140794
2,"(30, 7, 19)","('Hard', 'Soft', 'Hard')",5008.577041037368
2,"(19, 30, 7)","('Hard', 'Hard', 'Soft')",5008.577041037368
2,"(30, 19, 7)","('Hard', 'Hard', 'Soft')",5008.577041037368
2,"(7, 19, 30)","('Soft', 'Hard', 'Hard')",5008.577041037368
2,"(7, 30, 19)","('Soft', 'Hard', 'Hard')",5008.577041037368
2,"(19, 7, 30)","('Hard', 'Soft', 'Hard')",5008.577041037368
2,"(28, 9, 19)","('Hard', 'Soft', 'Hard')",5008.617731697398
2,"(28, 19, 9)","('Hard', 'Hard', 'Soft')",5008.617731697398
2,"(9, 19, 28)","('Soft', 'Hard', 'Hard')",5008.617731697398
2,"(9, 28, 19)","('Soft', 'Hard', 'Hard')",5008.617731697398
2,"(19, 28, 9)","('Hard', 'Hard', 'Soft')",5008.617731697398
2,"(19, 9, 28)","('Hard', 'Soft', 'Hard')",5008.617731697398
2,"(22, 11, 23)","('Hard', 'Soft', 'Hard')",5008.651044335224
2,"(22, 23, 11)","('Hard', 'Hard', 'Soft')",5008.651044335224
2,"(23, 11, 22)","('Hard', 'Soft', 'Hard')",5008.651044335224
2,"(23, 22, 11)","('Hard', 'Hard', 'Soft')",5008.651044335224
2,"(11, 23, 22)","('Soft', 'Hard', 'Hard')",5008.651044335224
2,"(11, 22, 23)","('Soft', 'Hard', 'Hard')",5008.651044335224
2,"(6, 31, 19)","('Soft', 'Hard', 'Hard')",5008.672366899089
2,"(31, 6, 19)","('Hard', 'Soft', 'Hard')",5008.672366899089
2,"(31, 19, 6)","('Hard', 'Hard', 'Soft')",5008.672366899089
2,"(19, 31, 6)","('Hard', 'Hard', 'Soft')",5008.672366899089
2,"(6, 19, 31)","('Soft', 'Hard', 'Hard')",5008.672366899089
2,"(19, 6, 31)","('Hard', 'Soft', 'Hard')",5008.672366899089
2,"(21, 24, 11)","('Hard', 'Hard', 'Soft')",5008.703683424141
2,"(24, 21, 11)","('Hard', 'Hard', 'Soft')",5008.703683424141
2,"(24, 11, 21)","('Hard', 'Soft', 'Hard')",5008.703683424141
2,"(11, 24, 21)","('Soft', 'Hard', 'Hard')",5008.703683424141
2,"(11, 21, 24)","('Soft', 'Hard', 'Hard')",5008.703683424141
2,"(21, 11, 24)","('Hard', 'Soft', 'Hard')",5008.703683424141
2,"(24, 1, 31)","('Hard', 'Soft', 'Hard')",5008.726535457549
2,"(24, 31, 1)","('Hard', 'Hard', 'Soft')",5008.726535457549
2,"(31, 1, 24)","('Hard', 'Soft', 'Hard')",5008.726535457549
2,"(1, 24, 31)","('Soft', 'Hard', 'Hard')",5008.726535457549
2,"(31, 24, 1)","('Hard', 'Hard', 'Soft')",5008.726535457549
2,"(1, 31, 24)","('Soft', 'Hard', 'Hard')",5008.726535457549
2,"(21, 32, 3)","('Hard', 'Hard', 'Soft')",5008.736721095277
2,"(3, 32, 21)","('Soft', 'Hard', 'Hard')",5008.736721095277
2,"(3, 21, 32)","('Soft', 'Hard', 'Hard')",5008.736721095277
2,"(32, 21, 3)","('Hard', 'Hard', 'Soft')",5008.736721095277
2,"(21, 3, 32)","('Hard', 'Soft', 'Hard')",5008.736721095277
2,"(32, 3, 21)","('Hard', 'Soft', 'Hard')",5008.736721095277
2,"(32, 20, 4)","('Hard', 'Hard', 'Soft')",5008.752206928044
2,"(32, 4, 20)","('Hard', 'Soft', 'Hard')",5008.752206928044
2,"(20, 4, 32)","('Hard', 'Soft', 'Hard')",5008.752206928044
2,"(4, 20, 32)","('Soft', 'Hard', 'Hard')",5008.752206928044
2,"(4, 32, 20)","('Soft', 'Hard', 'Hard')",5008.752206928044
2,"(20, 32, 4)","('Hard', 'Hard', 'Soft')",5008.752206928044
2,"(19, 27, 10)","('Hard', 'Hard', 'Soft')",5008.753748219149
2,"(27, 19, 10)","('Hard', 'Hard', 'Soft')",5008.753748219149
2,"(10, 19, 27)","('Soft', 'Hard', 'Hard')",5008.753748219149
2,"(10, 27, 19)","('Soft', 'Hard', 'Hard')",5008.753748219149
2,"(19, 10, 27)","('Hard', 'Soft', 'Hard')",5008.753748219149
2,"(27, 10, 19)","('Hard', 'Soft', 'Hard')",5008.753748219149
2,"(2, 32, 22)","('Soft', 'Hard', 'Hard')",5008.798349390335
2,"(2, 22, 32)","('Soft', 'Hard', 'Hard')",5008.798349390335
2,"(32, 22, 2)","('Hard', 'Hard', 'Soft')",5008.798349390335
2,"(32, 2, 22)","('Hard', 'Soft', 'Hard')",5008.798349390335
2,"(22, 2, 32)","('Hard', 'Soft', 'Hard')",5008.798349390335
2,"(22, 32, 2)","('Hard', 'Hard', 'Soft')",5008.798349390335
2,"(11, 20, 25)","('Soft', 'Hard', 'Hard')",5008.808961601975
2,"(25, 20, 11)","('Hard', 'Hard', 'Soft')",5008.808961601975
